Name,Technology,Prop Type,AngelList,Crunchbase,Domain,HQ Address,City,State,Zip,# Founders,Founded,Years Active,# of Funding Rounds,Valuation Rank,Funding/Year Rank,Total Funding Rank,ARR Rank,CAFR Rank,Avg. Funding/Year,ARR/Funds Raised,Total Funding,Estimated ARR,CFRGR (Compound Funding Round Growth Rate),CAFR,Latest Valuation,Latest Valuation Year,Accelerator,Accelerator 2,Pre-Seed Date,Pre-Seed $,Seed Date,Seed $,Bridge Date,Bridge $,A Round Date,A Round $,B Round Date,B Round $,C Round Date,C Round $,D Round Date,D Round $,E Round Date,E Round $,F Round Date,F Round $,G Round Date,G Round $,H Round Date,H Round $,Unknown Series Date,Unknown Series $,Non-Dilutive Round Date,Non-Dilutive Round $,Exit Date,Exit $,Acquirer
Apartment List,Leasing,Apartments,https://angel.co/apartment-list,https://www.crunchbase.com/organization/apartmentlist#section-overview,https://www.apartmentlist.com/,,San Francisco,CA,,3,2009,16,5,57,99,#N/A,,49,"$10,562,500 ",,"$169,000,000 ","$37,300,000 ",58.49%,15.48%,"$610,000,000 ",2020,,,,,1-Dec-10,,,," Nov 20, 2013","$23,000,000 "," Nov 3, 2016","$30,000,000 "," Jan 17, 2018","$50,000,000 ",21-Dec-20,"$60,000,000 ",,,,,,,,,5-Feb-14,"$6,000,000 ",,,,,
Industrious,Co-working Space,Office,https://angel.co/company/industrious,https://www.crunchbase.com/organization/industrious-office#section-overview,https://www.industriousoffice.com/?nabt=0,"Ponce City Market, 675 Ponce De Leon Ave NE #8500",Atlanta,GA,30308,2,2013,12,4,58,36,#N/A,,7,"$35,166,667 ",,"$422,000,000 ","$40,000,000 ",552.07%,86.82%,"$600,000,000 ",2021,,,,,,,,,,, 3/28/2017,"$62,000,000 ", 2/27/2018,"$80,000,000 ", 8/22/2019,"$80,000,000 ",,,,,,,,,22-Feb-21,"$200,000,000 ",,,,,
Cloudbeds,,Hospitality,https://angel.co/company/cloudbeds,https://www.crunchbase.com/organization/cloudbeds,www.cloudbeds.com,,San Diego,CA,,3,2012,13,6,58,67,55,,24,"$19,107,692 ",,"$248,400,000 ","$18,100,000 ",139.24%,49.57%,"$600,000,000 ",2021,,,,,17-Jan-12,"$800,000 ",1-Mar-15,"$3,500,000.00 "," Jul 13, 2016","$3,100,000.00 ",22-Jun-17,"$9,000,000 ",11-Mar-20,"$82,000,000 ",3-Nov-21,"$150,000,000 ",,,,,,,,,,,,,,,
Bungalow,,STR,https://angel.co/company/bungalow-1,https://www.crunchbase.com/organization/bungalow,https://bungalow.com,,San Francisco,CA,,2,2016,9,4,58,68,85,,46,"$19,000,000 ",,"$171,000,000 ","$10,200,000 ",52.14%,20.50%,"$600,000,000 ",2021,,,,,,,,,23-Aug-18,"$14,000,000 ",18-Nov-19,"$32,000,000 ",24-Aug-21,"$75,000,000 ",,,,,,,,,,,,,9-Sep-18,"$50,000,000 ",,,
Halio,Smart Glass,ALL,,https://www.crunchbase.com/organization/kinestral-technologies,https://halioinc.com/,,San Francisco,CA,,2,2010,15,5,61,57,41,,42,"$21,933,333 ",,"$329,000,000 ","$10,000,000 ",102.32%,26.48%,"$500,000,000 ",Estimate,,,,,,,,,,,30-Oct-15,"$5,900,000 ",31-Jan-17,"$65,000,000 ",6-Dec-21,"$200,000,000 ",,,,,,,,,26-Feb-14,"$23,100,000 ",28-Jun-18,"$35,000,000 ",,,
Convene,On-Demand,Office,https://angel.co/company/convene-2,https://www.crunchbase.com/organization/convene,http://www.convene.com,101 Greenwich St,New York,NY,10006,2,2009,16,6,61,69,49,,37,"$17,600,000 ",,"$281,600,000 ","$125,000,000 ",127.37%,36.07%,"$500,000,000 ",2022,,,,,,,,," Jul 9, 2013        
","$10,000,000 "," May 19, 2016","$35,500,000 "," May 1, 2017","$68,000,000 "," Jul 10, 2018","$152,000,000 ",,,,,,,,,12-Jul-22,"$1,100,000 ",19-May-16,"$15,000,000 ",,,
Landis,,Residential,https://angel.co/company/hellolandis,https://www.crunchbase.com/organization/landis,https://www.landis.com/,12 E 49th St,New York,NY ,10017,2,2018,7,4,61,44,61,,6,"$31,714,286 ",,"$222,000,000 ","$23,100,000 ",201.38%,87.84%,"$500,000,000 ",Estimate,,,,,8-Oct-18,"$2,000,000 ",,,27-Jul-21,"$165,000,000 ",18-Oct-22,"$40,000,000 ",,,,,,,,,,,,,,,24-Aug-19,"$15,000,000 ",,,
Placemakr,,Hospitality,https://angel.co/company/placemakr,https://www.crunchbase.com/organization/whyhotel,placemakr.com/,,Washington,DC,,2,2017,8,5,61,#N/A,73,,,,,"$192,100,000 ","$1,000,000 ",,,"$500,000,000 ",Estimate,,,,,7-Jun-18,"$3,900,000 ",,,11-Dec-18,"$11,200,000 ",11-Dec-19,"$22,000,000 ",21-Mar-23,"$65,000,000 ",,,,,,,,,,,15-Mar-22,"$90,000,000 ",,,,,
Zumper,,"Residential, Multifamily",https://angel.co/company/zumper,https://www.crunchbase.com/organization/zumper,https://www.zumper.com/,,San Francisco,CA,,4,2012,13,4,61,#N/A,78,,,,,"$180,300,000 ","$25,000,000 ",,,"$500,000,000 ",2022,,,,,,,,,20-Jan-16,"$19,800,000 ",13-Oct-16,"$22,700,000 ",31-Aug-18,"$46,000,000 ",25-Aug-22,"$91,800,000 ",,,,,,,,,,,,,,,
Measurabl,Sustainability,ALL,https://angel.co/measurabl,https://www.crunchbase.com/organization/measurabl#section-overview,https://www.measurabl.com/,707 Broadway Suite 1000,San Diego,CA,92101,1,2013,12,5,61,75,83,,,"$14,383,333 ",,"$172,600,000 ",,84.93%,29.20%,"$500,000,000 ",2023,,,,,1-Oct-14,"$4,300,000 ",,," Apr 16, 2018        
","$7,000,000 ",2-Jan-19,"$18,300,000 ",14-Sep-21,"$50,000,000 ",31-May-23,"$93,000,000 ",,,,,,,,,,,,,,,
Landing,,Multifamily,https://angel.co/company/landing-1,https://www.crunchbase.com/organization/landing,https://www.hellolanding.com/,535 Mission Street,San Francisco,CA,,1,2019,6,5,67,20,39,,12,"$57,966,667 ",,"$347,800,000 ","$28,000,000 ",98.17%,76.82%,"$475,000,000 ",2022,,,,,1-Mar-19,"$5,000,000 ",,,1-Dec-19,"$20,000,000 ",12-Jan-21,"$45,000,000 ",25-Aug-22,"$125,000,000 ",,,,,,,,,,,,,25-Aug-22,"$152,800,000 ",,,
Nested,,Residential,https://angel.co/company/nested-3,https://www.crunchbase.com/organization/nested#section-overview,https://nested.com/,,London,UK,,3,2015,10,6,68,56,62,,,"$22,120,000 ",,"$221,200,000 ",,107.95%,55.16%,"$440,000,000 ",Estimate,,,,, 9/21/2016,"$1,600,000 ",,, 3/20/2017,"$9,900,000.00 ", 10/23/2017,"$47,500,000 ", 11/11/2018,"$25,900,000 ",,,,,,,,,,,31-Mar-21,"$6,900,000 ",11-Nov-18,"$129,400,000 ",,,
Envision,,ALL,,https://www.crunchbase.com/organization/envision-digital,https://www.envision-digital.com/,,Singapore,Singapore,,1,2017,8,1,68,#N/A,69,,,,,"$210,000,000 ",,,,"$440,000,000 ",Estimate,,,,,,,,,7-Jun-22,"$210,000,000 ",,,,,,,,,,,,,,,,,,,,,
Tado,,Residential,https://wellfound.com/company/tado,https://www.crunchbase.com/organization/tado,https://www.tado.com/,,Munich,Germany,,4,2011,14,8,70,,,,,,,"$217,500,000 ",,,,"$433,000,000 ",2022,,,,,,,,,15-Feb-12,"$2,000,000 ",5-Sep-13,"$2,900,000 ",16-Jul-14,"$14,700,000 ",7-Oct-15,"$17,100,000 ",26-Apr-16,"$22,600,000 ",25-Oct-18,"$50,000,000 ",,,,,14-May-21,"$48,200,000 ",4-Apr-23,"$60,000,000 ",,,
Casavo,,Residential,https://angel.co/company/casavo,https://www.crunchbase.com/organization/casavo,https://casavo.com/,,Milan,Italy,,2,2017,8,8,71,#N/A,10,,,,,"$771,187,500 ",,,,"$400,000,000 ",2022,,,27-Sep-17,"$587,500 ",31-Mar-18,"$1,700,000 ",,,22-Feb-19,"$7,900,000.00 ",10-Oct-19,"$55,100,000 ",17-Mar-21,"$59,900,000 ",19-Jul-22,"$102,300,000 ",,,,,,,,,21-Dec-22,"$10,600,000 ",19-Jul-22,"$533,100,000 ",,,
Lev,,All,,https://www.crunchbase.com/organization/lev,https://www.levcapital.com/,595 Broadway,New York,NY ,10012,2,2019,6,4,71,34,65,,36,"$35,800,000 ",,"$214,800,000 ",,61.23%,37.50%,"$400,000,000 ",2022,,,,,23-Feb-21,"$14,800,000 ",,,21-Jun-21,"$30,000,000 ",5-May-22,"$70,000,000 ",,,,,,,,,,,,,,,5-May-22,"$100,000,000 ",,,
La Haus,ILS,Multifamily,https://angel.co/company/la-haus,https://www.crunchbase.com/organization/la-haus,https://www.lahaus.com/,"Torre 97 · Piso 4 - Carrera 16 # 97 - 46

",Bogotá,Colombia,,5,2017,8,7,73,40,50,,15,"$34,228,125 ",,"$273,825,000 ",,79.79%,67.07%,"$322,000,000 ",2022,,,1-Apr-18,"$1,400,000 ",31-Dec-18,"$4,500,000 ",,,16-Jun-20,"$10,000,000 ",29-Jul-21,"$85,000,000 ",21-Jun-22,"$62,000,000 ",,,,,,,,,,,7-Jun-22,"$60,925,000 ",29-Jul-21,"$50,000,000 ",,,
Snappt,,ALL,,https://www.crunchbase.com/organization/snappt,https://www.snappt.com/,,Los Angeles,CA,,1,2017,8,1,74,,,,,,,"$100,000,000 ","$5,000,000 ",,,"$275,000,000 ",2022,,,,,,,,,15-Mar-22,"$100,000,000 ",,,,,,,,,,,,,,,23-Jan-19,,7-Sep-18,,,,
Life House,,Hospitality,https://angel.co/company/lifehousehotels,https://www.crunchbase.com/organization/the-life-house-group,www.lifehousehotels.com/,,New York,NY ,,1,2017,8,4,75,85,146,,23,"$12,550,000 ",,"$100,400,000 ",,126.00%,50.33%,"$250,000,000 ",2021,,,,,30-Sep-17,"$2,300,000 ",,,2-Mar-18,"$8,100,000 ",24-Jan-20,"$30,000,000 ",2-Dec-21,"$60,000,000 ",,,,,,,,,,,,,,,,,
Fetch,Logistics,Multifamily,https://angel.co/company/fetch-package,https://www.crunchbase.com/organization/fetch-package#section-overview,https://www.fetchpackage.com/,9324 Neils Thompson Dr STE 100,Austin,TX,78758,2,2016,9,7,75,74,107,,,"$14,802,222 ",,"$133,220,000 ","$40,000,000 ",97.94%,70.07%,"$250,000,000 ",2022,,,15-Feb-18,"$420,000 "," Aug 1, 2018        
","$3,100,000 ",,," Sep 26, 2019        
","$10,500,000 ",18-Aug-20,"$18,000,000 ",21-Jul-21,"$50,000,000 ",,,,,,,,,,,14-Nov-22,"$41,200,000 ",21-Jul-21,"$10,000,000 ",,,
Cherre,Analysis,ALL,https://angel.co/cherre,https://www.crunchbase.com/organization/cherre#section-overview,https://cherre.com/,575 8th Avenue,New York,NY,10018,2,2016,9,3,75,122,180,,,"$8,333,333 ",,"$75,000,000 ","$7,600,000 ",77.11%,20.99%,"$250,000,000 ",Estimate,,,,,1-Oct-18,"$9,000,000 ",,," Feb 5, 2020        
","$16,000,000 ",22-Apr-21,"$50,000,000 ",,,,,,,,,,,,,,,,,,,
CompStak,Lease Comps,All,https://angel.co/compstak,https://www.crunchbase.com/organization/compstak,www.compstak.com,36 Cooper Square,New York,New York,10003,2,2011,14,6,78,160,169,,,"$5,783,571 ",,"$80,970,000 ","$20,000,000 ",110.79%,37.66%,"$200,000,000 ",Estimate,500 Startups,,,," Dec 31, 2012","$570,000 ",,,17-Nov-14,"$8,900,000 "," Jul 25, 2019        
","$14,000,000 ",11-Nov-21,"$50,000,000 ",,,,,,,,,,,1-Jun-16,"$4,500,000 ",25-Mar-15,"$3,000,000 ",,,
DealPath,Deal Flow,All,https://angel.co/dealpath,https://www.crunchbase.com/organization/dealpath,www.dealpath.com/,300 California St,San Francisco,CA,94104,3,2014,11,4,79,153,197,,,"$6,100,000 ",,"$67,100,000 ","$3,400,000 ",62.94%,19.43%,"$160,000,000 ",Estimate,,,,,31-Jul-15,"$6,100,000 ",,, 10/5/2016,"$8,000,000 ",,,8-Sep-22,"$43,000,000 ",,,,,,,,,,,,,11-Sep-18,"$10,000,000 ",,,
Zeus Living,,"Residential, Hospitality",https://angel.co/company/zeus,https://www.crunchbase.com/organization/zeus-living,https://zeusliving.com,"San Francisco Bay Area, West Coast, Western US",San Francisco,CA,,,2011,14,6,80,95,95,,#N/A,"$10,828,571 ",,"$151,600,000 ",,48.64%,18.51%,"$100,000,000 ",2021,,,28-May-15,,24-Jun-16,"$5,100,000 ",,,29-Dec-17,"$11,500,000 ",9-Dec-19,"$55,000,000 ",14-Oct-21,"$55,000,000 ",,,,,,,,,,,11-May-20,"$15,000,000 ",15-Mar-19,"$10,000,000 ",,,
Bevi,,Other,https://angel.co/company/bevi-1,https://www.crunchbase.com/organization/bevi,http://www.bevi.co/,"The Schrafft Center
Suite 304, 529 Main Street, Charlestown",Boston,Massachusetts,2129,3,2013,12,7,80,#N/A,113,,,,,"$130,290,000 ","$54,000,000 ",,,"$100,000,000 ",,,,,,1-May-15,"$1,500,000 ",,,3-Dec-15,"$6,500,000 ",13-Jul-17,"$16,500,000 ",23-Jan-19,"$35,500,000 ",9-Aug-22,"$70,000,000 ",,,,,,,,,27-Jan-14,"$100,000 ",11-Mar-15,"$190,000 ",,,
Orbital Insight,Satellite Imagery,All,https://angel.co/orbital-insight,https://www.crunchbase.com/organization/orbital-insight-inc,www.orbitalinsight.com/,3000 El Camino Real,Palo Alto,CA,94306,1,2013,12,4,80,98,115,,#N/A,"$10,725,000 ",,"$128,700,000 ",,54.83%,15.69%,"$100,000,000 ",2019,,,,,,,,," Mar 16, 2015","$8,700,000 ",27-Jun-16,"$20,000,000 ",2-May-17,"$50,000,000 ",12-Nov-19,"$50,000,000 ",21-Apr-21,,,,,,,,,,,,,,
PeerStreet,Crowdfunding,Residential,https://angel.co/peerstreet,https://www.crunchbase.com/organization/peerstreet#section-overview,https://www.peerstreet.com/,2121 Park Pl #250,El Segundo,CA,90245,3,2013,12,5,80,102,119,,#N/A,"$10,158,333 ",,"$121,900,000 ",,57.97%,20.99%,"$100,000,000 ",2019,,,,," Ago 17, 2015","$6,100,000 ",,,17-Nov-16,"$15,000,000 ",5-Apr-18,"$29,500,000 ",28-Oct-19,"$60,000,000 ",,,,,,,,,,,,,21-Apr-15,"$11,300,000 ",,,
Molekule,,All,,https://www.crunchbase.com/organization/molekule,https://molekule.com/,1301 Folsom Street,San Francisco,CA,,3,2014,11,5,80,97,121,,,"$10,781,818 ",,"$118,600,000 ",,77.41%,29.77%,"$100,000,000 ",2020,,,,,24-May-16,"$3,300,000 ",,,19-Jul-17,"$10,100,000 ",1-Nov-18,"$25,000,000 ",25-Feb-20,"$58,000,000 ",,,,,,,,,,,22-Jun-22,"$22,200,000 ",,,,,
Common ,,Multifamily,https://angel.co/company/common-living-1,https://www.crunchbase.com/organization/common-2,https://www.common.com,6 E 43rd Street,New York,NY,,1,2015,10,4,80,93,128,,#N/A,"$11,340,000 ",,"$113,400,000 ",,61.23%,21.05%,"$100,000,000 ",2020,,,,,,,,,16-Jul-15,"$7,400,000 ",15-Jun-16,"$16,000,000 ",19-Dec-17,"$40,000,000 ",22-Sep-20,"$50,000,000 ",,,,,,,,,,,,,,,
Spruce Holdings,Title,ALL,https://angel.co/company/spruce-8,https://www.crunchbase.com/organization/spruce-holdings#section-overview,https://spruce.co/,155 W 23rd St. Floor 10,New York,NY,10011,2,2016,9,4,80,88,133,,#N/A,"$12,233,333 ",,"$110,100,000 ",,178.32%,57.61%,"$100,000,000 ",2021,,,,," Aug 30, 2016","$1,000,000 ",,,19-Jul-18,"$20,100,000 "," May 21, 2020        
","$29,000,000 ",2-Jun-21,"$60,000,000 ",,,,,,,,,,,,,,,,,
Zolostays,,"Multifamily, Residential, Hospitality",https://angel.co/company/zolostays,https://www.crunchbase.com/organization/zolostays#section-overview,zolostays.com/,"No. 1190, 22nd Cross,
HSR Layout, Sector 3 Bangalore
",Karnataka,India ,560102,4,2015,10,4,80,106,152,,,"$9,800,000 ",,"$98,000,000 ",,82.94%,27.33%,"$100,000,000 ",2019,,,,,,,,," Jan 16, 2017        
","$5,000,000 ", 1/7/2019,"$30,000,000 "," Jul 7, 2020        
","$56,000,000 ",,,,,,,,,,,,,5-Dec-19,"$7,000,000 ",,,
VergeSense,Occupancy Analytics,Office,https://angel.co/vergesense,https://www.crunchbase.com/organization/vergesense#section-overview,https://vergesense.com/,724 Brannan Street,San Francisco,CA,94103,1,2017,8,5,80,100,166,,,"$10,325,000 ",,"$82,600,000 ",,#DIV/0!,,"$100,000,000 ",2021,,,,,25-Oct-18,"$1,600,000 ",21-May-20,"$9,000,000.00 ",12-Dec-19, $ -   ,22-Dec-20,"$12,000,000 ",8-Nov-21,"$60,000,000 ",,,,,,,,,,,,,,,,,
Aclima,Air Quality,ALL,https://angel.co/aclima-1,https://www.crunchbase.com/organization/aclima#section-overview,https://aclima.io/,,San Francisco,CA,,2,2010,15,2,80,186,204,,,"$4,266,667 ",,"$64,000,000 ",,29.10%,3.46%,"$100,000,000 ",2020,,,,,,,,,26-Jun-18,"$24,000,000 ",19-Nov-20,"$40,000,000 ",,,,,,,,,,,,,,,,,,,
CREtelligent,,Commercial,,https://www.crunchbase.com/organization/cretelligent,https://www.cretelligent.com/,,Gold River,CA,,,2014,11,2,90,#N/A,343,,,,,"$24,700,000 ","$20,000,000 ",,,"$82,500,000 ",2022,,,,,,,,,,,,,,,,,,,,,,,,,17-Jan-23,"$14,700,000 ",14-Dec-21,"$10,000,000 ",,,
Offerpad,,Residential,https://angel.co/company/offerpad,https://www.crunchbase.com/organization/offerpad,https://www.offerpad.com/,2150 East Germann Road,Chandler,AZ,85286,2,2015,10,3,#N/A,13,7,,#N/A,"$80,500,000 ",,"$805,000,000 ",,35.72%,9.60%,,,,,,,,,,,25-Jan-17,"$30,000,000 ",16-May-18,"$50,000,000 ",14-Mar-19,"$75,000,000 ",,,,,,,,,,,,,,,1-Sep-21,"$650,000,000 ",
Swell Energy,,Residential,https://angel.co/company/swell-energy,https://www.crunchbase.com/organization/swell-energy,https://www.swellenergy.com/,,Santa Monica,CA,,3,2014,11,3,#N/A,,,,,,,"$582,000,000 ","$6,000,000 ",,,,,,,,,1-Nov-17,,,,27-Nov-19,"$12,000,000 ",22-Nov-22,"$120,000,000 ",,,,,,,,,,,,,11-Dec-20,"$450,000,000 ",,,,,
reAlpha,,Other,https://wellfound.com/company/realphatech,https://www.crunchbase.com/organization/realpha-tech-corp,https://realpha.com/,,Dublin,OH,,2,2020,5,3,#N/A,,,,,,,"$306,100,000 ",,,,,,,,9-Jun-21,"$1,100,000 ",20-Jun-21,"$5,000,000 ",,,,,,,,,,,,,,,,,,,,,1-Nov-22,"$300,000,000 ",,,
Table Space,,Office,,https://www.crunchbase.com/organization/table-space-technologies,https://tablespace.com/,,Bangalore,India,,1,2017,8,1,#N/A,,,,,,,"$300,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Nov-22,"$300,000,000 ",,,,,
BlocPower,,Multifamily,https://angel.co/company/blocpower-1,https://www.crunchbase.com/organization/blocpower,https://www.blocpower.io/,"63 Flushing Ave Bldg 212, Suite 507",Brooklyn,NY,,,2014,11,4,#N/A,,,,,"$22,477,273 ",,"$247,250,000 ",,,84.83%,,,,,30-Aug-17,"$250,000 ",15-Dec-18,,,,22-Feb-21,"$8,000,000 ",28-Feb-23,"$24,000,000 ",,,,,,,,,,,,,,,28-Feb-23,"$215,000,000 ",,,
Juniper Square,Fund Management,All,https://angel.co/juniper-square,https://www.crunchbase.com/organization/juniper-square,https://www.junipersquare.com/,343 Sansome Street Suite 600,San Francisco,CA,94104,3,2014,11,5,#N/A,59,57,,#N/A,"$21,909,091 ",,"$241,000,000 ",,131.51%,46.46%,,,,,,, 1/1/2016,"$2,000,000 ",,, 1/31/2018,"$6,000,000 ", 12/12/2018,"$25,000,000 ", 11/21/2019,"$75,000,000 ",,,,,,,,,,,13-Feb-23,"$133,000,000 ",,,,,
REZI,,Multifamily,https://angel.co/company/rent-rezi,https://www.crunchbase.com/organization/rezi-2,https://www.rentrezi.com/,,New York,NY,,3,2016,9,2,#N/A,,,,,,,"$230,000,000 ","$1,000,000 ",,,,,,,,,20-Mar-17,,,,2-Aug-18,"$30,000,000 ",,,,,,,,,,,,,,,,,22-Feb-23,"$200,000,000 ",,,
Span.io,,ALL,,https://www.crunchbase.com/organization/span-io,https://www.span.io/,,San Francisco,CA,,1,2018,7,3,#N/A,#N/A,58,,,,,"$230,300,000 ",,,,,,,,,,28-Dec-18,"$3,800,000 ",,,26-Jan-21,"$40,000,000 ",3-Mar-23,"$186,500,000 ",,,,,,,,,,,,,,,,,,,
Livspace,,Multifamily,https://angel.co/company/livspace-1,https://www.crunchbase.com/organization/livspace,https://www.livspace.com/in,,Bengaluru,India,,3,2014,11,4,#N/A,#N/A,71,,,,,"$199,600,000 ",,,,,,,,,,,,,,17-Dec-14,"$4,600,000 ",29-Aug-16,"$15,000,000 ",19-Sep-18, $ -   ,,,7-Feb-22,"$180,000,000 ",,,,,,,,,,,,,
Billd,,Construction,https://angel.co/company/billd-2,https://www.crunchbase.com/organization/billd,https://billd.com/,,Austin,TX,,2,2018,7,3,#N/A,#N/A,74,,,,,"$190,000,000 ","$1,000,000 ",,,,,,,,,,,,,29-Jan-19,"$60,000,000 ",13-Jul-21,"$30,000,000 ",,,,,,,,,,,,,,,1-Nov-22,"$100,000,000 ",,,
Boston Metal,,Construction,,https://www.crunchbase.com/organization/boston-metal,https://bostonmetal.com/,,Woburn,MA,,3,2012,13,3,#N/A,,,,,,,"$190,000,000 ",,,,,,,,,,,,,,27-May-19,"$20,000,000 ",7-Jan-21,"$50,000,000 ",27-Jan-23,"$120,000,000 ",,,,,,,,,,,,,,,,,
Cohabs,,"Multifamily, Hospitality",https://angel.co/company/cohabs-coliving,https://www.crunchbase.com/organization/cohabs,http://www.cohabs.com/,,Brussels,Belgium,,2,2016,9,5,#N/A,,,,,,,"$187,700,000 ","$5,100,000 ",,,,,,,,,1-Mar-18,"$1,700,000 ",,,10-Oct-19,"$1,700,000 ",12-May-21,"$15,100,000 ",16-Nov-22,"$72,700,000 ",,,,,,,,,,,,,16-Nov-22,"$96,500,000 ",,,
Jobber,,Residential,,https://www.crunchbase.com/organization/jobber,https://getjobber.com/,,Edmonton,Canada,,2,2011,14,5,#N/A,,,,,,,"$183,500,000 ",,,,,,,,,,1-May-14,"$1,700,000 ",,,16-Nov-15,"$6,000,000 ",1-Jan-18,"$16,000,000 ",12-Jan-21,"$59,800,000 ",7-Feb-23,"$100,000,000 ",,,,,,,,,,,,,,,
Fervo Energy,,Other,,https://www.crunchbase.com/organization/fervo-energy,https://www.fervoenergy.com/,,San Francisco,CA,,2,2017,8,3,#N/A,#N/A,79,,,,,"$177,000,000 ",,,,,,,,,,14-Feb-18,,,,3-Jul-19,"$11,000,000 ",30-Apr-21,"$28,000,000 ",22-Aug-22,"$138,000,000 ",,,,,,,,,,,,,,,,,
Carbon Clean,,Industrial,,https://www.crunchbase.com/organization/carbon-clean-solutions,https://www.carbonclean.com/,,London,UK,,2,2009,16,3,#N/A,#N/A,80,,,,,"$176,150,000 ",,,,,,,,,,,,,,1-Oct-15,"$4,150,000 ",2-Jul-20,"$22,000,000 ",11-May-22,"$150,000,000 ",,,,,,,,,,,,,,,,,
Roadrunner Recycling,,Other,https://angel.co/company/roadrunner-recycling,https://www.crunchbase.com/organization/roadrunner-recycling,https://www.roadrunnerwm.com/,,Pittsburgh,PA,,1,2014,11,5,#N/A,,,,,,,"$174,100,000 ","$65,000,000 ",,,,,,,,,24-Jun-14,"$1,700,000 ",,,,,22-Mar-17,"$8,800,000 ",22-Sep-20,"$38,600,000 ",15-Nov-22,"$90,000,000 ",,,,,,,,,21-Sep-17,"$35,000,000 ",,,,,
Holidu,,Hospitality,https://angel.co/company/holidu,https://www.crunchbase.com/organization/holidu,https://www.holidu.com/,,Munich,Germany,,3,2014,11,5,#N/A,#N/A,82,,,,,"$173,700,000 ",,,,,,,,,,5-Aug-14,"$900,000 ",,,1-Jul-18,"$5,500,000 ",,,21-Sep-20,"$49,000,000 ",12-May-21,"$45,000,000 ",19-Oct-22,"$73,300,000 ",,,,,,,,,,,,,
Hometap,,Residential,https://angel.co/company/hometap,https://www.crunchbase.com/organization/hometap,https://www.hometap.com/,,Boston,MA ,,4,2017,8,3,#N/A,60,84,,#N/A,"$21,500,000 ",,"$172,000,000 ",,102.74%,30.35%,,,,,,,,,,,20-Apr-18,"$12,000,000 ",11-Dec-19,"$100,000,000 ",,,,,,,,,,,,,6-Dec-21,"$60,000,000 ",,,,,
RZero,,Commercial,https://wellfound.com/company/r-zero-1,https://www.crunchbase.com/organization/r-zero,https://www.rzero.com/,,Salt Lake City,UT,,3,2020,5,3,#N/A,,,,,,,"$170,000,000 ",,,,,,,,,,24-Jun-20,,,,30-Sep-20,"$15,000,000 ",16-Jun-21,"$50,000,000 ",14-Feb-23,"$105,000,000 ",,,,,,,,,,,,,,,,,
Solfacil,,Residential,,https://www.crunchbase.com/organization/solf%C3%A1cil,http://solfacil.com.br/,,Sao Paulo,Brazil,,2,2018,7,4,#N/A,#N/A,89,,,,,"$165,300,000 ",,,,,,,,,,1-Mar-18,"$1,000,000 ",,,30-Jun-20,"$4,000,000 ",23-Jun-21,"$30,000,000 ",22-Sep-22,"$130,300,000 ",,,,,,,,,,,,,,,,,
Deepki,,ALL,,https://www.crunchbase.com/organization/deepki,https://www.deepki.com/,,Paris,France,,2,2014,11,4,#N/A,#N/A,90,,,,,"$161,188,000 ",,,,,,,,,,1-Sep-15,"$88,000 ",,,23-Jun-16,"$2,220,000 ",20-Jun-19,"$8,880,000 ",30-Mar-22,"$150,000,000 ",,,,,,,,,,,,,,,,,
Blend,Mortgage,ALL,https://angel.co/blend,https://www.crunchbase.com/organization/blend-labs,https://blend.com/,,New York,NY,,4,2012,13,3,#N/A,87,91,,#N/A,"$12,307,692 ",,"$160,000,000 ",,71.00%,13.18%,,,,,,," Jun 1, 2012        
",,,," Dec 12, 2013",," Jun 15, 2015","$20,000,000 "," Jan 20, 2016","$40,000,000 "," Aug 24, 2017","$100,000,000 ",,,,,,,,,,,,,,,
Kiavi,,Other,,https://www.crunchbase.com/organization/kiavi,https://www.kiavi.com/,,San Francisco,CA,,,2013,12,1,#N/A,,,,,,,"$158,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Jan-23,"$158,000,000 ",,,
Latch,Access,Multifamily,https://angel.co/company/latch,https://www.crunchbase.com/organization/latch,https://www.latch.com/,450 W. 33rd St.,New York,NY ,10001,3,2014,11,3,#N/A,79,96,,#N/A,"$13,727,273 ",,"$151,000,000 ",,183.26%,32.84%,,,,,,, 4/29/2015,"$5,500,000 ",,, 5/10/2017,"$20,500,000 ", 8/1/2019,"$125,000,000 ",,,,,,,,,,,,,,,,,,,
Nesto,,Residential,https://angel.co/company/nesto-2,https://www.crunchbase.com/organization/nesto,https://www.nesto.ca/,317 Place d'Youville,Montreal,Canada,-,1,2018,7,3,#N/A,63,97,,,"$21,307,509 ",,"$149,152,560 ",,106.47%,36.44%,,,,,,,,,,,2-Jun-20,"$9,088,620 ",10-Jun-21,"$60,063,940 ",13-Dec-22,"$80,000,000 ",,,,,,,,,,,,,,,,,
Point,,"Commercial, Residential",https://angel.co/company/point-4,https://www.crunchbase.com/organization/point-4,https://point.com/,,Palo Alto,CA,,2,2014,11,4,#N/A,#N/A,98,,,,,"$148,400,000 ",,,,,,,,,,20-Jan-15,"$3,000,000 ",,,13-Sep-16,"$8,400,000.00 ",20-Mar-19,"$22,000,000 ",3-May-22,"$115,000,000.00 ",,,,,,,,,,,,,,,,,
